tick	antikeeper	builder	claimer	harvester	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17572774	0.52	0.38	0.67	0.54	0	0.68	0.42	0.46	0.10	0.27
17572874	0.80	0.36	0.51	0.49	0	0.50	0.46	0.47	0.15	0.24
17572974	0.70	0.42	0.24	0.52	0	0.57	0.43	0.48	0.09	0.31
17573074	0.60	0.36	0.55	0.44	0	0.58	0.40	0.51	0.10	0.29
17573174	0.78	0.32	0.34	0.60	0	0.50	0.53	0.49	0.09	0.29
17573274	0.72	0.39	0.28	0.41	0	0.54	0.48	0.47	0.08	0.30
17573374	0.65	0.28	0.53	0.60	0	0.58	0.43	0.51	0.10	0.27
17573474	0.51	0.34	0.40	0.49	0	0.47	0.61	0.51	0.13	0.31
17573574	0.39	0.33	0.35	0.61	0	0.56	0.50	0.50	0.10	0.28
17573675	0.51	0.37	0.59	0.43	0	0.56	0.43	0.48	0.09	0.28
17573775	0.64	0.30	0.57	0.62	0	0.55	0.46	0.47	0.09	0.24
17573875	0.71	0.38	0.36	0.52	0	0.53	0.43	0.51	0.11	0.28
17573975	0.52	0.31	0.51	0.59	0	0.46	0.40	0.52	0.09	0.26
17574075	0.71	0.28	0.43	0.60	0	0.49	0.43	0.45	0.10	0.28
17574175	0.65	0.34	0.29	0.51	0	0.48	0.48	0.49	0.10	0.35
17574275	0.50	0.30	0.42	0.47	0	0.56	0.44	0.46	0.08	0.30
17574375	0.58	0.27	0.69	0.45	0	0.49	0.42	0.52	0.09	0.25
17574475	0.62	0.44	0.31	0.47	0	0.45	0.47	0.49	0.11	0.28
17574575	0.58	0.36	0.38	0.50	0	0.45	0.46	0.45	0.09	0.28
17574675	0.58	0.31	0.60	0.53	0	0.59	0.48	0.46	0.08	0.27
17574775	0.63	0.39	0.29	0.50	0	0.50	0.49	0.49	0.11	0.29
17574875	0.48	0.33	0.36	0.43	0	0.42	0.53	0.52	0.09	0.28
17574974	0.82	0.39	0.48	0.58	0	0.48	0.55	0.52	0.12	0.29
17575074	0.90	0.43	0.51	0.58	0	0.58	0.46	0.49	0.13	0.28
17575174	0.73	0.41	0.29	0.59	0	0.55	0.51	0.50	0.10	0.35
17575274	0.69	0.48	0.47	0.55	0	0.49	0.62	0.51	0.12	0.31
17575374	0.78	0.30	0.77	0.52	0	0.48	0.51	0.45	0.10	0.32
17575474	0.57	0.42	0.45	0.67	0	0.44	0.37	0.46	0.08	0.30
17575574	0.59	0.39	0.46	0.55	0	0.47	0.44	0.46	0.10	0.33
17575674	0.72	0.44	0.46	0.50	0	0.44	0.48	0.50	0.10	0.31
17575774	0.51	0.39	0.30	0.41	0	0.43	0.51	0.50	0.09	0.29
17575874	0.92	0.29	0.35	0.51	0	0.49	0.50	0.56	0.08	0.30
17575974	0.93	0.42	0.62	0.57	0	0.47	0.50	0.49	0.09	0.32
17576074	0.48	0.38	0.30	0.61	0	0.45	0.44	0.51	0.10	0.30
17576174	0.73	0.54	0.26	0.60	0	0.47	0.57	0.51	0.09	0.30
17576274	0.58	0.39	0.60	0.45	0	0.47	0.76	0.50	0.14	0.28
17576374	0.50	0.29	0.29	0.50	0	0.41	0.48	0.53	0.11	0.28
17576474	0.66	0.40	0.26	0.59	0	0.48	0.48	0.50	0.10	0.36
17576574	0.68	0.29	0.89	0.52	0	0.48	0.43	0.49	0.11	0.28
17576674	0.74	0.31	0.50	0.52	0	0.48	0.48	0.46	0.12	0.33
17576774	0.56	0.39	0.28	0.50	0	0.50	0.43	0.46	0.13	0.29
17576874	0.75	0.28	0.63	0.60	0	0.43	0.46	0.49	0.10	0.28
17576974	0.70	0.37	0.28	0.50	0	0.43	0.46	0.46	0.10	0.29
17577074	0.59	0.36	0.30	0.46	0	0.42	0.44	0.50	0.09	0.28
17577174	0.64	0.32	0.78	0.52	0	0.46	0.50	0.51	0.19	0.27
17577274	0.64	0.33	0.28	0.45	0	0.48	0.45	0.46	0.12	0.29
17577374	0.54	0.32	0.30	0.46	0	0.46	0.48	0.47	0.09	0.31
17577474	0.63	0.32	0.72	0.57	0	0.49	0.45	0.50	0.11	0.30
17577574	0.74	0.37	0.28	0.53	0	0.44	0.55	0.49	0.11	0.27
17577674	0.56	0.38	0.28	0.44	0	0.44	0.48	0.51	0.10	0.29
17577774	0.75	0.54	0.63	0.55	0	0.46	0.50	0.51	0.10	0.28
17577874	0.79	0.31	0.36	0.42	0	0.44	0.51	0.48	0.11	0.27
17577974	0.52	0.43	0.29	0.54	0	0.44	0.49	0.61	0.10	0.29
17578074	0.54	0.30	0.29	0.50	0	0.57	0.47	0.46	0.08	0.27
17578174	0.67	0.39	0.77	0.53	0	0.54	0.44	0.50	0.10	0.28
17578274	0.50	0.31	0.51	0.50	0	0.56	0.47	0.46	0.09	0.30
17578374	0.55	0.35	0.26	0.51	0	0.64	0.43	0.49	0.09	0.32
17578474	0.81	0.31	0.49	0.49	0	0.54	0.45	0.50	0.11	0.31
17578574	0.59	0.31	0.31	0.49	0	0.55	0.46	0.48	0.08	0.29
17578674	0.64	0.36	0.29	0.49	0	0.52	0.48	0.47	0.11	0.30
17578774	0.88	0.35	0.60	0.56	0	0.48	0.51	0.50	0.09	0.32
17578874	0.52	0.32	0.28	0.51	0	0.57	0.60	0.52	0.09	0.30
17578974	0.56	0.38	0.28	0.54	0	0.45	0.59	0.50	0.11	0.31
17579074	0.77	0.41	0.55	0.50	0	0.48	0.50	0.47	0.09	0.32
17579174	0.62	0.45	0.34	0.49	0	0.44	0.52	0.49	0.10	0.30
17579274	0.57	0.35	0.30	0.57	0	0.56	0.41	0.52	0.10	0.29
17579374	0.65	0.36	0.60	0.47	0	0.50	0.44	0.49	0.16	0.29
17579474	0.54	0.34	0.55	0.61	0	0.50	0.49	0.48	0.10	0.30
17579574	0.67	0.34	0.29	0.71	0	0.57	0.49	0.46	0.12	0.33
17579674	0.74	0.31	0.56	0.50	0	0.50	0.52	0.48	0.09	0.34
17579774	0.57	0.33	0.36	0.50	0	0.62	0.52	0.51	0.16	0.33
17579874	0.59	0.34	0.35	0.55	0	0.53	0.46	0.48	0.18	0.29
17579974	0.73	0.30	0.43	0.56	0	0.45	0.44	0.45	0.09	0.30
17580074	1.00	0.39	0.56	0.62	0	0.51	0.51	0.50	0.10	0.31
17580174	0.81	0.35	0.30	0.54	0	0.50	0.48	0.50	0.09	0.28
17580274	0.74	0.48	0.28	0.56	0	0.51	0.51	0.51	0.09	0.27
17580374	0.81	0.37	0.58	0.65	0	0.48	0.49	0.53	0.10	0.32
17580473	0.65	0.34	0.29	0.55	0	0.51	0.51	0.48	0.11	0.31
17580573	0.76	0.41	0.29	0.69	0	0.57	0.56	0.52	0.14	0.32
17580673	0.87	0.42	0.79	0.63	0	0.49	0.52	0.53	0.13	0.30
17580773	0.75	0.43	0.44	0.65	0	0.66	0.47	0.47	0.09	0.34
17580873	0.78	0.52	0.28	0.70	0	0.45	0.44	0.47	0.11	0.29
17580973	0.71	0.33	0.69	0.56	0	0.50	0.42	0.47	0.08	0.34
17581073	0.55	0.46	0.61	0.62	0	0.63	0.47	0.50	0.10	0.31
17581173	0.68	0.31	0.28	0.61	0	0.48	0.43	0.51	0.10	0.39
17581273	0.78	0.41	0.57	0.54	0	0.59	0.50	0.45	0.08	0.28
17581374	0.58	0.49	0.55	0.51	0	0.57	0.52	0.51	0.10	0.32
17581474	0.64	0.34	0.29	0.56	0	0.52	0.40	0.51	0.10	0.31
17581574	0.73	0.43	0.48	0.64	0	0.54	0.49	0.50	0.09	0.34
17581674	0.56	0.35	0.93	0.60	0	0.48	0.65	0.53	0.11	0.32
17581774	0.61	0.37	0.35	0.59	0	0.47	0.42	0.51	0.10	0.31
17581875	0.81	0.44	0.34	0.53	0	0.56	0.57	0.48	0.12	0.30
17581975	0.61	0.37	0.60	0.54	0	0.44	0.51	0.52	0.10	0.28
17582075	0.66	0.39	0.32	0.62	0	0.50	0.42	0.47	0.08	0.32
17582175	0.64	0.42	0.30	0.58	0	0.45	0.48	0.47	0.22	0.29
17582275	0.60	0.37	0.60	0.53	0	0.48	0.43	0.48	0.11	0.33
17582375	0.83	0.35	0.28	0.61	0	0.64	0.40	0.51	0.09	0.33
17582475	0.67	0.30	0.39	0.61	0	0.55	0.49	0.51	0.25	0.40
17582575	0.55	0.26	0.62	0.53	0	0.44	0.48	0.47	0.14	0.35
17582675	0.63	0.32	0.28	0.60	0	0.53	0.41	0.45	0.09	0.30
17582775	0.64	0.38	0.28	0.52	0	0.52	0.47	0.46	0.10	0.30
17582875	0.66	0.30	0.64	0.54	0	0.50	0.49	0.47	0.08	0.35
17582975	0.74	0.34	0.29	0.59	0	0.44	0.50	0.51	0.08	0.32
17583075	0.71	0.30	0.28	0.55	0	0.48	0.56	0.50	0.10	0.32
17583175	0.78	0.42	0.66	0.62	0	0.48	0.45	0.45	0.08	0.37
17583275	0.74	0.37	0.28	0.50	0	0.50	0.47	0.46	0.11	0.30
17583375	0.65	0.35	0.29	0.53	0	0.47	0.48	0.44	0.10	0.27
17583475	0.71	0.39	0.62	0.55	0	0.46	0.48	0.45	0.09	0.29
17583575	0.74	0.55	0.45	0.53	0	0.51	0.39	0.48	0.09	0.28
17583675	0.56	0.37	0.29	0.50	0	0.43	0.47	0.48	0.09	0.29
17583775	0.75	0.37	0.62	0.59	0	0.54	0.47	0.53	0.09	0.29
17583875	0.87	0.31	0.65	0.53	0	0.54	0.45	0.50	0.09	0.29
17583975	0.61	0.32	0.28	0.52	0	0.54	0.48	0.46	0.09	0.30
17584075	0.68	0.38	0.59	0.70	0	0.54	0.50	0.50	0.09	0.31
17584175	0.85	0.38	0.38	0.55	0	0.60	0.43	0.51	0.12	0.33
17584275	0.52	0.35	0.29	0.59	0	0.57	0.48	0.51	0.15	0.32
17584375	0.62	0.40	0.40	0.56	0	0.59	0.68	0.57	0.08	0.32
17584475	0.77	0.38	0.65	0.57	0	0.62	0.42	0.48	0.12	0.31
17584575	0.71	0.33	0.30	0.50	0	0.54	0.51	0.51	0.11	0.33
17584675	0.61	0.38	0.30	0.54	0	0.61	0.40	0.50	0.09	0.31
17584775	0.70	0.34	0.54	0.46	0	0.56	0.40	0.46	0.14	0.28
17584875	0.68	0.37	0.28	0.53	0	0.53	0.44	0.45	0.15	0.28
17584975	0.72	0.35	0.28	0.59	0	0.54	0.43	0.49	0.10	0.31
17585075	0.73	0.35	0.65	0.55	0	0.54	0.44	0.47	0.10	0.30
17585175	0.61	0.42	0.43	0.61	0	0.63	0.45	0.50	0.12	0.28
17585275	0.59	0.37	0.29	0.57	0	0.52	0.46	0.47	0.08	0.36
17585375	0.66	0.31	0.45	0.57	0	0.53	0.42	0.49	0.11	0.40
17585475	0.66	0.35	0.35	0.51	0	0.62	0.47	0.53	0.16	0.34
17585575	0.57	0.34	0.32	0.55	0	0.50	0.43	0.50	0.10	0.32
17585675	0.64	0.38	0.62	0.60	0	0.54	0.54	0.47	0.11	0.33
17585774	0.93	0.40	0.51	0.62	0	0.55	0.60	0.48	0.13	0.33
17585874	0.81	0.38	0.30	0.69	0	0.55	0.49	0.54	0.12	0.33
17585974	0.61	0.49	0.33	0.79	0	0.60	0.41	0.49	0.12	0.34
17586381	0.95	0.40	0.63	0.61	0	0.50	0.49	0.50	0.11	0.37
17586481	0.72	0.31	0.55	0.52	0	0.51	0.48	0.51	0.09	0.28
17586581	0.70	0.37	0.27	0.55	0	0.53	0.48	0.46	0.08	0.31
17586781	0.66	0.43	0.37	0.57	0	0.50	0.44	0.52	0.11	0.31
17586881	0.65	0.38	0.27	0.55	0	0.49	0.44	0.51	0.11	0.32
17586981	0.80	0.35	0.66	0.49	0	0.61	0.52	0.50	0.10	0.30
17587081	0.74	0.37	0.31	0.58	0	0.53	0.60	0.47	0.10	0.29
17587181	0.50	0.27	0.28	0.48	0	0.50	0.45	0.49	0.09	0.28
17587281	0.80	0.39	0.67	0.56	0	0.51	0.47	0.49	0.15	0.32
17587381	0.72	0.35	0.48	0.54	0	0.54	0.40	0.46	0.16	0.35
17587481	0.63	0.31	0.33	0.57	0	0.57	0.43	0.46	0.15	0.30
17587581	0.61	0.27	0.27	0.59	0	0.50	0.41	0.46	0.10	0.31
17587681	0.68	0.37	0.60	0.65	0	0.49	0.42	0.49	0.09	0.26
17587781	0.71	0.28	0.31	0.56	0	0.51	0.45	0.50	0.10	0.34
17587881	0.71	0.38	0.24	0.55	0	0.58	0.49	0.46	0.09	0.29
17587981	0.81	0.36	0.65	0.57	0	0.43	0.28	0.45	0.10	0.28
17588081	0.58	0.23	0.28	0.59	0	0.44	0.17	0.47	0.07	0.28
17588181	0.71	0.40	0.26	0.48	0	0.24	0.27	0.47	0.07	0.35
17588281	0.70	0.28	0.82	0.45	0	0.30	0.19	0.47	0.06	0.35
17588381	0.65	0.33	0.30	0.53	0	0.31	0.22	0.48	0.07	0.30
17588481	0.74	0.29	0.28	0.50	0	0.30	0.40	0.47	0.06	0.29
