tick	antikeeper	attacker	builder	claimer	harvester	healer	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17358971	0.48	0	0	0.28	0.68	0	0.47	0.49	0.52	0.41	0.13	0.33
17359171	0.47	0	0	0.96	0.73	0	0.39	0.53	0.44	0.44	0.12	0.30
17359271	0.47	0	0	0.29	0.66	0	0.70	0.53	0.52	0.36	0.20	0.36
17359371	0.47	0	0	0.39	0.74	0	0.55	0.46	0.48	0.47	0.09	0.32
17359471	0.41	0	0	0.51	0.68	0	0.96	0.56	0.46	0.50	0.09	0.31
17359572	0.46	0	0	0.28	0.79	0	0.80	0.56	0.55	0.49	0.12	0.31
17359672	0.41	0	0	0.29	0.69	0	0.78	0.52	0.70	0.50	0.13	0.31
17359772	0.43	0	0	0.68	0.70	0	0.82	0.62	0.42	0.51	0.11	0.35
17359972	0.48	0	0	0.25	0.84	0	0.70	0.54	0.43	0.50	0.13	0.29
17360072	0.42	0	0	0.69	0.70	0	0.81	0.55	0.44	0.50	0.12	0.30
17360172	0.46	0	0	0.27	0.70	0	0.83	0.54	0.54	0.47	0.11	0.29
17360272	0.41	0	0	0.24	0.80	0	1.46	0.58	0.46	0.44	0.15	0.30
17360372	0.48	0	0	0.61	0.74	0	0	0.51	0.39	0.41	0.10	0.30
17360473	0.46	0	0	0.27	0.67	0	0	0.54	0.51	0.41	0.15	0.30
17360573	0.41	0	0	0.28	0.89	0	0	0.52	0.49	0.48	0.14	0.31
17360673	0.42	0	0	0.63	0.73	0	0	0.47	0.39	0.42	0.08	0.32
17360773	0.44	0	0	0.28	0.57	0	0	0.56	0.49	0.43	0.13	0.31
17360873	0.44	0	0	0.25	0.70	0	0	0.48	0.48	0.50	0.10	0.32
17360973	0.40	0	0	0.69	0.73	0	0	0.60	0.59	0.51	0.12	0.30
17361073	0.44	0	0	0.36	0.66	0	0	0.51	0.60	0.50	0.10	0.30
17361173	0.41	0	0	0.27	0.74	0	0	0.53	0.39	0.54	0.16	0.32
17361273	0.40	0	0	0.62	0.83	0	0	0.52	0.45	0.50	0.10	0.30
17361373	0.51	0	0	0.42	0.68	0	0	0.59	0.51	0.50	0.14	0.29
17361473	0.43	0	0	0.29	0.75	0	0	0.50	0.40	0.50	0.14	0.30
17361573	0.40	0	0	0.37	0.77	0	0	0.49	0.41	0.46	0.11	0.30
17361673	0.46	0	0	0.71	0.56	0	0	0.55	0.52	0.34	0.13	0.30
17361773	0.41	0	0	0.53	0.74	0	0	0.51	0.46	0.44	0.13	0.31
17361872	0.44	0	0	0.37	0.82	0	0	0.51	0.46	0.41	0.19	0.33
17361972	0.58	0	0	0.60	0.90	0	0	0.55	0.60	0.48	0.14	0.33
17362072	0.49	0	0	0.31	0.94	0	0	0.52	0.51	0.52	0.14	0.33
17362172	0.48	0	0	0.34	0.78	0	0	0.51	0.48	0.51	0.16	0.32
17362272	0.46	0	0	0.60	0.78	0	0	0.53	0.53	0.51	0.12	0.33
17362372	0.43	0	0	0.64	0.61	0	0	0.55	0.69	0.50	0.12	0.33
17362472	0.53	0	0	0.31	0.72	0	0	0.20	0.29	0.50	0.09	0.32
17362572	0.53	0	0	0.47	0.76	0	0	0.21	0.23	0.50	0.11	0.34
17362672	0.77	0	0	0.47	0.69	0	0	0.29	0.27	0.50	0.08	0.31
17362772	0.42	0	0	0.26	0.69	0	0	0.26	0.22	0.52	0.08	0.36
17362872	0.59	0	0	0.60	0.68	0	0	0.24	0.24	0.41	0.09	0.31
17362972	0.48	0	0	0.44	0.78	0	0	0.42	0.54	0.46	0.12	0.33
17363072	0.44	0	0	0.36	0.66	0	0	0.51	0.43	0.42	0.07	0.32
17363172	0.67	0	0	0.44	0.61	0	0	0.48	0.48	0.34	0.13	0.33
17363273	0.54	0	0	0.32	0.51	0	0	0.47	0.52	0.44	0.07	0.34
17363373	0.45	0	0	0.47	0.76	0	0	0.44	0.40	0.43	0.14	0.30
17363473	0.49	0	0	0.45	0.57	0	0	0.53	0.51	0.47	0.12	0.30
17363573	0.50	0	0	0.30	0.60	0	0	0.43	0.44	0.50	0.11	0.32
17363673	0.42	0	0	0.83	0.80	0	0	0.49	0.60	0.52	0.13	0.32
17363773	0.40	0	0	0.43	0.70	0	0	0.52	0.50	0.50	0.11	0.29
17363873	0.52	0	0	0.29	0.64	0	0	0.44	0.43	0.51	0.12	0.36
17363973	0.38	0	0	0.50	0.68	0	0	0.50	0.50	0.50	0.11	0.33
17364073	0.47	0	0	0.37	0.63	0	0	0.49	0.50	0.50	0.12	0.30
17364173	0.47	0	0	0.34	0.69	0	0	0.45	0.46	0.43	0.14	0.32
17364273	0.40	0	0	0.49	0.74	0	0	0.48	0.48	0.44	0.10	0.31
17364373	0.40	0	0	0.29	0.66	0	0	0.51	0.48	0.32	0.13	0.30
17364473	0.45	0	0	0.52	0.66	0	0	0.49	0.42	0.44	0.13	0.31
17364573	0.38	0	0	0.67	0.72	0	0	0.47	0.45	0.42	0.22	0.30
17364673	0.40	0	0	0.62	0.57	0	0	0.57	0.51	0.44	0.12	0.31
17364773	0.45	0	0	0.51	0.66	0	0	0.52	0.48	0.53	0.14	0.32
17364873	0.37	0	0	0.51	0.64	0	0	0.48	0.45	0.51	0.11	0.33
17364973	0.40	0	0	0.29	0.52	0	0	0.49	0.54	0.45	0.11	0.29
17365073	0.45	0	0	0.44	0.77	0	0	0.47	0.69	0.51	0.13	0.35
17365173	0.38	0	0	0.25	0.69	0	0	0.50	0.48	0.50	0.11	0.29
17365273	0.40	0	0	0.63	0.74	0	0	0.49	0.49	0.51	0.12	0.32
17365373	0.46	0	0	0.28	0.64	0	0	0.53	0.45	0.50	0.13	0.36
