tick	antikeeper	builder	claimer	harvester	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17469561	0	0.51	0.42	0.68	0	0.46	0.43	0.44	0.11	0.32
17469661	0	0.50	0.69	0.74	0	0.38	0.46	0.40	0.07	0.32
17469761	0	0.43	0.46	0.61	0	0.41	0.33	0.47	0.07	0.31
17469861	0	0.44	0.38	0.72	0	0.43	0.50	0.53	0.10	0.33
17469961	0.98	0.40	0.62	0.64	0	0.36	0.52	0.52	0.09	0.32
17470061	1.26	0.44	0.38	0.63	0	0.35	0.45	0.47	0.08	0.33
17470161	0.72	0.47	0.64	0.50	0	0.39	0.61	0.48	0.10	0.31
17470261	0.75	0.45	0.37	0.54	0	0.40	0.52	0.49	0.08	0.32
17470361	0.58	0.40	0.35	0.60	0	0.49	0.44	0.50	0.09	0.31
17470461	0.30	0.37	0.49	0.56	0	0.49	0.45	0.48	0.10	0.35
17470561	0.47	0.44	0.40	0.57	0	0.48	0.50	0.50	0.07	0.30
17470661	0.56	0.39	0.51	0.51	0	0.49	0.44	0.47	0.09	0.37
17470761	0.38	0.51	0.48	0.70	0	0.48	0.45	0.47	0.33	0.34
17470861	0.48	0.42	0.37	0.51	0	0.50	0.51	0.43	0.13	0.31
17470961	0.51	0.49	0.61	0.71	0	0.46	0.43	0.48	0.08	0.32
17471061	0.36	0.55	0.59	0.74	0	0.49	0.47	0.52	0.11	0.32
17471161	0.48	0.42	0.45	0.69	0	0.41	0.48	0.50	0.08	0.31
17471261	0.54	0.45	0.50	0.54	0	0.48	0.35	0.41	0.08	0.31
17471361	0.36	0.46	0.73	0.58	0	0.49	0.46	0.45	0.10	0.32
17471461	0.72	0.43	0.39	0.65	0	0.38	0.52	0.40	0.08	0.32
17471561	1.09	0.41	0.46	0.54	0	0.47	1.04	0.46	0.09	0.31
17471661	0	0.40	0.74	0.70	0	0.46	0.52	0.49	0.12	0.30
17471761	0	0.33	0.68	0.60	0	0.40	0.51	0.41	0.09	0.33
17471862	0	0.41	0.49	0.71	0	0.49	0.45	0.38	0.07	0.30
17471962	0.94	0.41	0.58	0.54	0	0.47	0.45	0.48	0.09	0.29
17472062	0.67	0.41	0.28	0.59	0	0.47	0.51	0.50	0.13	0.33
17472155	0.71	0.54	0.86	0.77	0	0.66	0.54	0.50	0.16	0.36
17472255	0.65	0.58	0.57	0.63	0	0.52	0.51	0.48	0.10	0.35
17472355	0.60	0.47	0.56	0.66	0	0.57	0.52	0.49	0.11	0.32
17472448	0.96	0.61	0.62	0.81	0	0.60	0.50	0.52	0.14	0.39
17472539	0.71	0.60	0.51	0.71	0	0.51	0.53	0.46	0.12	0.34
17472639	0.68	0.50	0.33	0.75	0	0.55	0.53	0.47	0.11	0.36
17472739	0.75	0.40	0.43	0.72	0	0.50	0.52	0.41	0.10	0.33
17472839	0.77	0.45	0.53	0.77	0	0.54	0.77	0.49	0.10	0.33
17472935	0.67	0.46	0.31	0.60	0	0.47	0.98	0.46	0.10	0.36
17473031	0.76	0.44	0.32	0.61	0	0.56	0.47	0.43	0.11	0.35
17473131	0.82	0.37	0.46	0.68	0	0.52	0.54	0.51	0.10	0.35
17473231	0.75	0.55	0.71	0.77	0	0.54	0.50	0.47	0.14	0.37
17473331	0.81	0.49	0.29	0.63	0	0.49	0.48	0.39	0.09	0.35
17473430	0.75	0.45	0.45	0.70	0	0.54	0.51	0.42	0.16	0.34
17473528	0	0.46	0.42	0.58	0	0.44	0.46	0.36	0.08	0.30
17473628	0	0.52	0.31	0.64	0	0.43	0.46	0.39	0.07	0.35
17473728	0	0.48	0.36	0.60	0	0.43	0.46	0.45	0.07	0.32
17473828	0	0.52	0.59	0.72	0	0.42	0.46	0.46	0.08	0.31
17473928	0	0.42	0.59	0.63	0	0.41	0.33	0.46	0.08	0.32
17474028	0	0.53	0.50	0.65	0	0.42	0.51	0.48	0.07	0.32
17474128	0	0.47	0.38	0.80	0	0.44	0.46	0.50	0.08	0.32
17474228	0.87	0.44	0.83	0.66	0	0.42	0.72	0.47	0.08	0.32
17474327	0.66	0.46	0.44	0.53	0	0.53	0.99	0.48	0.08	0.35
17474427	0.62	0.43	0.36	0.55	0	0.45	0.47	0.50	0.08	0.32
17474527	0.57	0.44	0.60	0.64	0	0.57	0.45	0.49	0.10	0.33
17474627	0.51	0.46	0.56	0.68	0	0.50	0.49	0.48	0.07	0.33
17474721	0.68	0.45	0.52	0.72	0	0.54	0.49	0.45	0.14	0.32
17474821	0.73	0.49	0.51	0.81	0	0.50	0.51	0.47	0.10	0.35
17474921	0.84	0.47	0.44	0.82	0	0.52	0.53	0.49	0.18	0.36
17475021	0.63	0.42	0.36	0.80	0	0.48	0.46	0.50	0.09	0.36
17475121	0.75	0.58	0.54	0.60	0	0.47	0.43	0.45	0.09	0.33
17475221	0.59	0.65	0.55	0.75	0	0.48	0.48	0.49	0.10	0.31
17475321	0.64	0.43	0.43	0.63	0	0.45	0.44	0.43	0.09	0.32
17475420	0.64	0.51	0.40	0.73	0	0.46	0.47	0.44	0.11	0.35
17475520	0.53	0.44	0.58	0.61	0	0.50	0.49	0.43	0.10	0.34
17475619	0.61	0.38	0.45	0.73	0	0.46	0.67	0.48	0.11	0.32
17475719	0.79	0.49	0.67	0.82	0	0.51	1.03	0.46	0.09	0.29
